name,long_id,stat_total,hp,attack,defense,sp_attack,sp_defense,speed,type1,type2,ev_from,ev_to,is_base,is_full_ev,evo_family,capture_rate,gen_introduced,is_legendary,height_m,weight_kg,locations
Beautifly,267,395,60,70,50,100,50,65,bug,flying,266,[],0,1,"['265', '266', '267', '268', '269']",45,3,0,1.0,28.4,"['Diamond/sinnoh/Route 224', 'HeartGold/johto/National Park', 'Platinum/sinnoh/Eterna Forest', 'SoulSilver/johto/National Park', 'Diamond/sinnoh/Route 230', 'Pearl/sinnoh/Route 224', 'Platinum/sinnoh/Route 224', 'Platinum/sinnoh/Route 229', 'Diamond/sinnoh/Eterna Forest', 'Platinum/sinnoh/Route 205']"
Cascoon,268,205,50,35,55,25,25,15,bug,,265,['269'],0,0,"['265', '266', '267', '268', '269']",120,3,0,0.7,11.5,"['HeartGold/johto/National Park', 'Omega Ruby/hoenn/Petalburg Woods', 'Platinum/sinnoh/Eterna Forest', 'SoulSilver/johto/National Park', 'Pearl/sinnoh/Eterna Forest', 'Emerald/hoenn/Petalburg Woods', 'Sapphire/hoenn/Petalburg Woods', 'Pearl/sinnoh/Honey Trees', 'Platinum/sinnoh/Route 205', 'Ruby/hoenn/Petalburg Woods', 'Alpha Sapphire/hoenn/Petalburg Woods']"
Dustox,269,385,60,50,70,50,90,65,bug,poison,268,[],0,1,"['265', '266', '267', '268', '269']",45,3,0,1.2,31.6,"['HeartGold/johto/National Park', 'Pearl/sinnoh/Route 230', 'Platinum/sinnoh/Eterna Forest', 'Platinum/sinnoh/Route 205', 'Platinum/sinnoh/Route 224', 'Pearl/sinnoh/Eterna Forest', 'Platinum/sinnoh/Route 229']"
Lotad,270,220,40,30,30,40,50,30,water,grass,,['271'],1,0,"['270', '271', '272']",255,3,0,0.5,2.6,"['Diamond/sinnoh/Route 205', 'SoulSilver/johto/Safari Zone', 'White/unova/White Forest', 'Pearl/sinnoh/Route 212', 'Platinum/sinnoh/Route 204', 'Diamond/sinnoh/Route 203', 'Diamond/sinnoh/Route 204', 'Emerald/hoenn/Route 114', 'Alpha Sapphire/hoenn/Route 114', 'Pearl/sinnoh/Route 204', 'Sapphire/hoenn/Route 102', 'Pearl/sinnoh/Route 205', 'Diamond/sinnoh/Route 212', 'HeartGold/johto/Safari Zone', 'Platinum/sinnoh/Route 203', 'Pearl/sinnoh/Route 203', 'Platinum/sinnoh/Route 205', 'Emerald/hoenn/Route 102', 'Alpha Sapphire/hoenn/Route 102', 'Sapphire/hoenn/Route 114', 'Platinum/sinnoh/Route 212']"
Lombre,271,340,60,50,50,60,70,50,water,grass,270,['272'],0,0,"['270', '271', '272']",120,3,0,1.2,32.5,"['Pearl/sinnoh/Route 229', 'Y/kalos/Couriway Town', 'X/kalos/Route 15', 'SoulSilver/johto/Safari Zone', 'Pearl/sinnoh/Route 212', 'Emerald/hoenn/Route 114', 'Diamond/sinnoh/Route 229', 'Y/kalos/Victory Road', 'Alpha Sapphire/hoenn/Route 114', 'X/kalos/Route 21', 'Black 2/unova/Route 3', 'Y/kalos/Route 21', 'Ultra Sun/alola/Ultra Space Wilds', 'Y/kalos/Route 15', 'X/kalos/Route 16', 'Diamond/sinnoh/Route 212', 'Y/kalos/Route 16', 'White 2/unova/Route 3', 'X/kalos/Pokemon Village', 'HeartGold/johto/Safari Zone', 'Ultra Moon/alola/Ultra Space Wilds', 'Platinum/sinnoh/Route 229', 'X/kalos/Couriway Town', 'Y/kalos/Pokemon Village', 'X/kalos/Victory Road', 'Sapphire/hoenn/Route 114', 'Platinum/sinnoh/Route 212']"
Ludicolo,272,480,80,70,70,90,100,70,water,grass,271,[],0,1,"['270', '271', '272']",45,3,0,1.5,55.0,[]
Seedot,273,220,40,40,50,30,30,30,grass,,,['274'],1,0,"['273', '274', '275']",255,3,0,0.5,4.0,"['Emerald/hoenn/Route 120', 'Diamond/sinnoh/Route 210', 'Pearl/sinnoh/Route 210', 'Platinum/sinnoh/Eterna Forest', 'SoulSilver/johto/Safari Zone', 'White/unova/White Forest', 'Omega Ruby/hoenn/Route 114', 'Platinum/sinnoh/Route 204', 'Diamond/sinnoh/Route 203', 'Diamond/sinnoh/Route 204', 'Ruby/hoenn/Route 114', 'Pearl/sinnoh/Route 204', 'Platinum/sinnoh/Route 210', 'Omega Ruby/hoenn/Route 102', 'HeartGold/johto/Safari Zone', 'Emerald/hoenn/Route 117', 'Pearl/sinnoh/Route 203', 'Platinum/sinnoh/Route 203', 'Pearl/sinnoh/Eterna Forest', 'Diamond/sinnoh/Eterna Forest', 'Emerald/hoenn/Route 102', 'Ruby/hoenn/Route 102']"
Nuzleaf,274,340,70,70,40,60,40,60,grass,dark,273,['275'],0,0,"['273', '274', '275']",120,3,0,1.0,28.0,"['Pearl/sinnoh/Route 229', 'Diamond/sinnoh/Route 210', 'Pearl/sinnoh/Route 210', 'SoulSilver/johto/Safari Zone', 'HeartGold/johto/Safari Zone', 'White 2/unova/Nature Preserve', 'Omega Ruby/hoenn/Route 114', 'Ultra Moon/alola/Ultra Space Wilds', 'Platinum/sinnoh/Route 229', 'Black 2/unova/Nature Preserve', 'Emerald/hoenn/Route 114', 'Diamond/sinnoh/Route 229', 'Ruby/hoenn/Route 114', 'Ultra Sun/alola/Ultra Space Wilds', 'Platinum/sinnoh/Route 210']"
Shiftry,275,480,90,100,60,90,60,80,grass,dark,274,[],0,1,"['273', '274', '275']",45,3,0,1.3,59.6,"['White 2/unova/Nature Preserve', 'Black 2/unova/Nature Preserve']"
Taillow,276,270,40,55,30,30,30,85,normal,flying,,['277'],1,0,"['276', '277']",200,3,0,0.3,2.3,"['Omega Ruby/hoenn/Petalburg Woods', 'X/kalos/Route 8', 'Alpha Sapphire/hoenn/Route 115', 'Emerald/hoenn/Route 104', 'Emerald/hoenn/Route 115', 'Omega Ruby/hoenn/Route 115', 'Sapphire/hoenn/Route 116', 'Ruby/hoenn/Petalburg Woods', 'Ruby/hoenn/Route 115', 'Omega Ruby/hoenn/Soaring in the Sky', 'Omega Ruby/hoenn/Route 104', 'Alpha Sapphire/hoenn/Soaring in the Sky', 'Sapphire/hoenn/Route 104', 'Sapphire/hoenn/Route 115', 'Ruby/hoenn/Route 116', 'Emerald/hoenn/Petalburg Woods', 'Ruby/hoenn/Route 104', 'Sapphire/hoenn/Petalburg Woods', 'Alpha Sapphire/hoenn/Route 104', 'Alpha Sapphire/hoenn/Route 116', 'Omega Ruby/hoenn/Route 116', 'Y/kalos/Route 8', 'Emerald/hoenn/Route 116', 'Alpha Sapphire/hoenn/Petalburg Woods']"
Swellow,277,455,60,85,60,75,50,125,normal,flying,276,[],0,1,"['276', '277']",45,3,0,0.7,19.8,"['Pearl/sinnoh/Route 213', 'White 2/unova/Route 13', 'Sapphire/hoenn/Route 115', 'Emerald/hoenn/Route 115', 'White/unova/Route 13', 'Ultra Moon/alola/Ultra Space Wilds', 'Black/unova/Giant Chasm', 'Platinum/sinnoh/Route 213', 'Black 2/unova/Route 13', 'Diamond/sinnoh/Route 213', 'Ultra Sun/alola/Ultra Space Wilds', 'Ruby/hoenn/Route 115', 'White/unova/Giant Chasm', 'Black/unova/Route 13']"
Wingull,278,270,40,30,30,55,30,85,water,flying,,['279'],1,0,"['278', '279']",190,3,0,0.6,9.5,"['Sapphire/hoenn/Route 131', 'Pearl/sinnoh/Route 229', 'Emerald/hoenn/Route 124', 'Sapphire/hoenn/Lilycove City', 'Alpha Sapphire/hoenn/Route 119', 'Sapphire/hoenn/Route 118', 'Ruby/hoenn/Route 121', 'Y/kalos/Azure Bay', 'Omega Ruby/hoenn/Route 122', 'Ruby/hoenn/Route 105', 'Sun/alola/Melemele Sea', 'Emerald/hoenn/Route 131', 'Emerald/hoenn/Route 107', 'Pearl/sinnoh/Route 220', 'Alpha Sapphire/hoenn/Route 109', 'Platinum/sinnoh/Iron Island', 'Sapphire/hoenn/Route 128', 'Sapphire/hoenn/Ever Grande City', 'Pearl/sinnoh/Iron Island', 'Platinum/sinnoh/Route 219', 'White/unova/Undella Bay', 'Sapphire/hoenn/Route 122', 'Omega Ruby/hoenn/Soaring in the Sky', 'Omega Ruby/hoenn/Route 104', 'Alpha Sapphire/hoenn/Route 110', 'Moon/alola/Route 7', 'Sapphire/hoenn/Route 115', 'Alpha Sapphire/hoenn/Route 106', 'Ultra Sun/alola/Route 1', 'Diamond/sinnoh/Route 222', 'Sapphire/hoenn/Route 106', 'Alpha Sapphire/hoenn/Route 104', 'Sapphire/hoenn/Route 121', 'Diamond/sinnoh/Valley Windworks', ""Ultra Moon/alola/Hau'oli City"", 'Emerald/hoenn/Route 129', 'Emerald/hoenn/Route 115', 'Diamond/sinnoh/Route 221', 'Platinum/sinnoh/Sunyshore City', 'Ruby/hoenn/Route 109', 'Sapphire/hoenn/Route 123', 'Omega Ruby/hoenn/Route 115', 'Ultra Sun/alola/Route 7', 'Ultra Sun/alola/Melemele Sea', 'Sapphire/hoenn/Route 134', 'Emerald/hoenn/Mossdeep City', 'Ruby/hoenn/Route 129', 'Alpha Sapphire/hoenn/Route 123', 'Alpha Sapphire/hoenn/Lilycove City', 'Sapphire/hoenn/Route 104', 'Ultra Sun/alola/Akala Outskirts', 'Platinum/sinnoh/Route 230', 'Alpha Sapphire/hoenn/Route 108', 'X/kalos/Route 12', 'Sapphire/hoenn/Route 127', 'Ruby/hoenn/Route 128', 'Omega Ruby/hoenn/Route 107', 'Omega Ruby/hoenn/Route 123', 'Diamond/sinnoh/Route 213', 'Moon/alola/Route 1', 'Y/kalos/Route 8', 'Sapphire/hoenn/Route 107', 'Pearl/sinnoh/Route 218', 'Alpha Sapphire/hoenn/Route 103', 'White/unova/Route 13', ""Ultra Moon/alola/Kala'e Bay"", 'Ultra Moon/alola/Akala Outskirts', 'Ruby/hoenn/Route 103', 'Emerald/hoenn/Route 106', 'Diamond/sinnoh/Iron Island', 'HeartGold/kanto/Vermilion City', 'Moon/alola/Akala Outskirts', 'Emerald/hoenn/Ever Grande City', 'Ultra Sun/alola/Hano Beach', 'Pearl/sinnoh/Canalave City', 'Sapphire/hoenn/Route 108', 'Moon/alola/Route 8', ""Sun/alola/Kala'e Bay"", 'Ruby/hoenn/Mt. Pyre', 'Emerald/hoenn/Route 133', ""Ultra Sun/alola/Kala'e Bay"", 'Ruby/hoenn/Ever Grande City', 'Omega Ruby/hoenn/Route 109', 'Sapphire/hoenn/Route 105', 'Diamond/sinnoh/Route 220', 'Sapphire/hoenn/Route 110', 'Emerald/hoenn/Route 110', 'Emerald/hoenn/Route 126', 'Emerald/hoenn/Route 123', 'Emerald/hoenn/Lilycove City', 'Ruby/hoenn/Mossdeep City', 'Diamond/sinnoh/Fuego Ironworks', 'Diamond/sinnoh/Canalave City', 'Pearl/sinnoh/Pastoria City', 'Omega Ruby/hoenn/Route 103', 'Alpha Sapphire/hoenn/Route 115', 'Sapphire/hoenn/Route 109', 'Omega Ruby/hoenn/Route 106', 'Sapphire/hoenn/Route 129', 'Ruby/hoenn/Route 124', 'Platinum/sinnoh/Route 220', 'Omega Ruby/hoenn/Slateport City', 'Sun/alola/Akala Outskirts', 'Sapphire/hoenn/Mt. Pyre', 'Alpha Sapphire/hoenn/Route 118', 'Alpha Sapphire/hoenn/Soaring in the Sky', 'Ultra Moon/alola/Melemele Sea', 'Ultra Moon/alola/Route 8', 'Omega Ruby/hoenn/Route 110', 'Pearl/sinnoh/Fuego Ironworks', 'Ruby/hoenn/Lilycove City', 'Emerald/hoenn/Route 105', 'Sapphire/hoenn/Route 130', 'Sapphire/hoenn/Route 126', ""Sun/alola/Hau'oli City"", 'Ruby/hoenn/Route 130', 'Emerald/hoenn/Route 127', 'X/kalos/Route 8', 'Diamond/sinnoh/Route 205', 'Pearl/sinnoh/Valley Windworks', 'Emerald/hoenn/Route 104', 'Moon/alola/Melemele Sea', 'Emerald/hoenn/Pacifidlog Town', 'Emerald/hoenn/Route 108', 'Emerald/hoenn/Route 134', 'Moon/alola/Hano Beach', 'Emerald/hoenn/Route 122', 'Y/kalos/Route 12', 'White/unova/Undella Town', 'Platinum/sinnoh/Route 222', 'Emerald/hoenn/Route 119', 'Sapphire/hoenn/Route 125', 'Diamond/sinnoh/Route 219', 'Alpha Sapphire/hoenn/Aqua Hideout', 'Omega Ruby/hoenn/Lilycove City', 'Pearl/sinnoh/Route 219', 'Sapphire/hoenn/Route 133', 'Pearl/sinnoh/Route 221', 'Ultra Moon/alola/Route 1', 'Sun/alola/Brooklet Hill', 'Omega Ruby/hoenn/Route 108', 'Sun/alola/Route 1', 'Sapphire/hoenn/Mossdeep City', 'Omega Ruby/hoenn/Route 105', 'Diamond/sinnoh/Pastoria City', 'Ruby/hoenn/Route 134', 'Ruby/hoenn/Route 108', 'Omega Ruby/hoenn/Mt. Pyre', 'Black/unova/Undella Town', 'Omega Ruby/hoenn/Magma Hideout', 'Emerald/hoenn/Route 118', 'Diamond/sinnoh/Route 218', 'Emerald/hoenn/Route 128', 'Pearl/sinnoh/Route 222', 'Ultra Sun/alola/Route 8', 'Diamond/sinnoh/Route 229', 'Ruby/hoenn/Route 119', 'Emerald/hoenn/Route 132', 'Ruby/hoenn/Route 122', 'Ruby/hoenn/Route 131', 'Sapphire/hoenn/Route 119', 'Pearl/sinnoh/Route 205', 'Sapphire/hoenn/Route 124', 'Omega Ruby/hoenn/Route 119', 'Ruby/hoenn/Route 125', 'Ruby/hoenn/Route 127', 'Sun/alola/Hano Beach', 'Sun/alola/Route 8', 'Ultra Moon/alola/Hano Beach', 'Moon/alola/Brooklet Hill', 'Sapphire/hoenn/Pacifidlog Town', 'Omega Ruby/hoenn/Route 118', 'Emerald/hoenn/Route 130', 'Ruby/hoenn/Route 133', 'Emerald/hoenn/Route 109', 'Platinum/sinnoh/Route 221', 'Emerald/hoenn/Route 121', 'Ultra Moon/alola/Brooklet Hill', 'Alpha Sapphire/hoenn/Mt. Pyre', 'Ruby/hoenn/Route 106', 'SoulSilver/kanto/Vermilion City', 'Sun/alola/Route 7', 'Emerald/hoenn/Route 125', 'Alpha Sapphire/hoenn/Route 105', 'Ruby/hoenn/Pacifidlog Town', 'Alpha Sapphire/hoenn/Route 121', 'Ruby/hoenn/Route 115', 'Black/unova/Route 13', ""Ultra Sun/alola/Hau'oli City"", ""Moon/alola/Hau'oli City"", 'Pearl/sinnoh/Route 213', 'Ruby/hoenn/Route 132', 'Ruby/hoenn/Route 107', 'Platinum/sinnoh/Pokemon League', 'Ruby/hoenn/Route 104', 'Sapphire/hoenn/Route 132', 'Emerald/hoenn/Mt. Pyre', 'Alpha Sapphire/hoenn/Route 107', 'Ultra Sun/alola/Brooklet Hill', 'Platinum/sinnoh/Route 213', 'Ruby/hoenn/Slateport City', 'Sapphire/hoenn/Route 103', 'Emerald/hoenn/Slateport City', 'Black/unova/Undella Bay', 'Emerald/hoenn/Route 103', 'Platinum/sinnoh/Route 226', 'Alpha Sapphire/hoenn/Sea Mauville', 'Ruby/hoenn/Route 118', ""Moon/alola/Kala'e Bay"", 'Ultra Moon/alola/Route 7', 'Alpha Sapphire/hoenn/Route 122', 'Omega Ruby/hoenn/Sea Mauville', 'Ruby/hoenn/Route 123', 'Sapphire/hoenn/Slateport City', 'X/kalos/Azure Bay', 'Ruby/hoenn/Route 110', 'Omega Ruby/hoenn/Route 121', 'Alpha Sapphire/hoenn/Slateport City', 'Ruby/hoenn/Route 126']"
Pelipper,279,440,60,50,100,95,70,65,water,flying,278,[],0,1,"['278', '279']",45,3,0,1.2,28.0,"['Sapphire/hoenn/Route 131', 'Pearl/sinnoh/Route 229', 'Emerald/hoenn/Route 124', 'Sapphire/hoenn/Lilycove City', 'Alpha Sapphire/hoenn/Route 119', 'Sapphire/hoenn/Route 118', 'Ruby/hoenn/Route 121', 'Omega Ruby/hoenn/Pacifidlog Town', 'Omega Ruby/hoenn/Route 122', 'Ultra Moon/alola/Route 16', 'Moon/alola/Route 16', 'Ruby/hoenn/Route 105', 'Emerald/hoenn/Route 131', 'Emerald/hoenn/Route 107', 'Ultra Sun/alola/Exeggutor Island', 'Pearl/sinnoh/Route 220', 'Alpha Sapphire/hoenn/Route 109', 'Platinum/sinnoh/Iron Island', 'Sapphire/hoenn/Route 128', 'White 2/unova/Route 22', 'Sapphire/hoenn/Ever Grande City', 'Pearl/sinnoh/Iron Island', 'Platinum/sinnoh/Route 219', 'Sapphire/hoenn/Route 122', 'White/unova/Undella Bay', 'Omega Ruby/hoenn/Soaring in the Sky', 'Omega Ruby/hoenn/Route 104', 'Alpha Sapphire/hoenn/Route 110', 'Ultra Moon/alola/Route 14', 'Sapphire/hoenn/Route 115', 'Alpha Sapphire/hoenn/Route 106', 'Diamond/sinnoh/Route 222', 'Sapphire/hoenn/Route 106', 'Alpha Sapphire/hoenn/Route 104', 'Sapphire/hoenn/Route 121', 'Diamond/sinnoh/Valley Windworks', 'Emerald/hoenn/Route 129', 'Alpha Sapphire/hoenn/Route 129', 'Omega Ruby/hoenn/Route 131', 'Ultra Moon/alola/Poni Plains', 'Emerald/hoenn/Route 115', 'Diamond/sinnoh/Route 221', 'Platinum/sinnoh/Sunyshore City', 'Black 2/unova/Route 22', 'Moon/alola/Secluded Shore', 'Ruby/hoenn/Route 109', 'Sapphire/hoenn/Route 123', 'White 2/unova/Giant Chasm', 'Omega Ruby/hoenn/Route 115', 'Sapphire/hoenn/Route 134', 'Emerald/hoenn/Mossdeep City', 'Alpha Sapphire/hoenn/Route 126', 'Ruby/hoenn/Route 129', 'Alpha Sapphire/hoenn/Route 123', 'Alpha Sapphire/hoenn/Lilycove City', 'Ultra Sun/alola/Poni Breaker Coast', 'Sapphire/hoenn/Route 104', 'Diamond/sinnoh/Pokemon League', 'Platinum/sinnoh/Route 230', 'Alpha Sapphire/hoenn/Route 108', 'Alpha Sapphire/hoenn/Route 127', 'Sapphire/hoenn/Route 127', 'Ruby/hoenn/Route 128', 'Omega Ruby/hoenn/Route 107', 'Omega Ruby/hoenn/Route 123', 'Diamond/sinnoh/Route 213', 'Ultra Moon/alola/Exeggutor Island', 'Alpha Sapphire/hoenn/Route 103', 'Sapphire/hoenn/Route 107', 'Pearl/sinnoh/Route 218', 'Alpha Sapphire/hoenn/Route 128', 'White/unova/Route 13', 'Alpha Sapphire/hoenn/Route 132', 'Alpha Sapphire/hoenn/Route 125', 'Ruby/hoenn/Route 103', 'Emerald/hoenn/Route 106', 'Diamond/sinnoh/Iron Island', 'Ultra Moon/alola/Poni Wilds', 'Emerald/hoenn/Ever Grande City', 'Omega Ruby/hoenn/Route 125', 'Pearl/sinnoh/Canalave City', 'Sapphire/hoenn/Route 108', 'Moon/alola/Tapu Village', 'Diamond/sinnoh/Route 224', 'Omega Ruby/hoenn/Mossdeep City', 'Pearl/sinnoh/Route 224', 'Moon/alola/Poni Wilds', 'Emerald/hoenn/Route 133', 'Ruby/hoenn/Ever Grande City', 'Sun/alola/Secluded Shore', 'Platinum/sinnoh/Route 223', 'Omega Ruby/hoenn/Route 109', 'Sapphire/hoenn/Route 105', 'Diamond/sinnoh/Route 220', 'Sapphire/hoenn/Route 110', 'Emerald/hoenn/Route 110', 'Emerald/hoenn/Route 126', 'Emerald/hoenn/Route 123', 'Emerald/hoenn/Lilycove City', 'Ruby/hoenn/Mossdeep City', 'Diamond/sinnoh/Fuego Ironworks', 'Diamond/sinnoh/Canalave City', 'Pearl/sinnoh/Pastoria City', 'Omega Ruby/hoenn/Route 103', 'Alpha Sapphire/hoenn/Route 115', 'Alpha Sapphire/hoenn/Route 134', 'Sapphire/hoenn/Route 109', 'Sun/alola/Poni Gauntlet', 'Omega Ruby/hoenn/Route 106', 'Sapphire/hoenn/Route 129', 'Alpha Sapphire/hoenn/Route 131', 'Moon/alola/Route 15', 'Ruby/hoenn/Route 124', 'Platinum/sinnoh/Route 220', 'Omega Ruby/hoenn/Slateport City', 'Omega Ruby/hoenn/Battle Resort', 'Alpha Sapphire/hoenn/Route 118', 'Omega Ruby/hoenn/Route 127', 'Alpha Sapphire/hoenn/Soaring in the Sky', 'Omega Ruby/hoenn/Route 110', 'Pearl/sinnoh/Fuego Ironworks', 'Sun/alola/Route 15', 'Ruby/hoenn/Lilycove City', 'Emerald/hoenn/Route 105', 'Ultra Moon/alola/Tapu Village', 'Sapphire/hoenn/Route 130', 'Sapphire/hoenn/Route 126', 'Ruby/hoenn/Route 130', 'Emerald/hoenn/Route 127', 'Sun/alola/Exeggutor Island', 'Diamond/sinnoh/Route 205', 'Pearl/sinnoh/Valley Windworks', 'Emerald/hoenn/Route 104', 'Alpha Sapphire/hoenn/Route 133', 'Omega Ruby/hoenn/Route 126', 'Sun/alola/Route 16', 'Emerald/hoenn/Pacifidlog Town', 'Moon/alola/Poni Gauntlet', 'Emerald/hoenn/Route 108', 'Emerald/hoenn/Route 134', 'Omega Ruby/hoenn/Route 130', 'Emerald/hoenn/Route 122', 'Alpha Sapphire/hoenn/Pacifidlog Town', 'White/unova/Undella Town', 'Platinum/sinnoh/Route 222', 'Emerald/hoenn/Route 119', 'Sapphire/hoenn/Route 125', 'Sun/alola/Route 14', 'Diamond/sinnoh/Route 219', 'Alpha Sapphire/hoenn/Aqua Hideout', 'Omega Ruby/hoenn/Lilycove City', 'Sapphire/hoenn/Route 133', 'Pearl/sinnoh/Pokemon League', 'Diamond/sinnoh/Route 230', 'Pearl/sinnoh/Route 221', 'Omega Ruby/hoenn/Ever Grande City', 'Ultra Moon/alola/Ancient Poni Path', 'Omega Ruby/hoenn/Route 108', 'Sun/alola/Poni Wilds', 'Sapphire/hoenn/Mossdeep City', 'Omega Ruby/hoenn/Route 105', 'Diamond/sinnoh/Pastoria City', 'Ruby/hoenn/Route 134', 'Ultra Sun/alola/Ancient Poni Path', 'Ruby/hoenn/Route 108', 'Omega Ruby/hoenn/Magma Hideout', 'Black/unova/Undella Town', 'Sun/alola/Poni Plains', 'Ultra Sun/alola/Poni Gauntlet', 'Ultra Moon/alola/Route 15', 'Emerald/hoenn/Route 118', 'Black 2/unova/Giant Chasm', 'Diamond/sinnoh/Route 218', 'Emerald/hoenn/Route 128', 'Pearl/sinnoh/Route 222', 'Alpha Sapphire/hoenn/Route 124', 'Moon/alola/Exeggutor Island', 'Ultra Sun/alola/Poni Plains', 'Diamond/sinnoh/Route 229', 'Omega Ruby/hoenn/Route 132', 'Moon/alola/Route 14', 'Ruby/hoenn/Route 119', 'Emerald/hoenn/Route 132', 'Ruby/hoenn/Route 122', 'Ruby/hoenn/Route 131', 'Sapphire/hoenn/Route 119', 'Pearl/sinnoh/Route 205', 'Sapphire/hoenn/Route 124', 'Omega Ruby/hoenn/Route 119', 'Ruby/hoenn/Route 125', 'Ruby/hoenn/Route 127', 'Sapphire/hoenn/Pacifidlog Town', 'Alpha Sapphire/hoenn/Mossdeep City', 'Platinum/sinnoh/Route 224', 'Omega Ruby/hoenn/Route 118', 'Emerald/hoenn/Route 130', 'Ruby/hoenn/Route 133', 'Emerald/hoenn/Route 109', 'Platinum/sinnoh/Route 221', 'Sun/alola/Tapu Village', 'Omega Ruby/hoenn/Route 124', 'Emerald/hoenn/Route 121', 'Pearl/sinnoh/Route 230', 'White 2/unova/Route 13', 'Omega Ruby/hoenn/Route 133', 'Ruby/hoenn/Route 106', 'Pearl/sinnoh/Route 223', 'Emerald/hoenn/Route 125', 'Diamond/sinnoh/Route 223', 'Pearl/sinnoh/Sunyshore City', 'Alpha Sapphire/hoenn/Route 105', 'Ruby/hoenn/Pacifidlog Town', 'Alpha Sapphire/hoenn/Route 121', 'Ruby/hoenn/Route 115', 'Alpha Sapphire/hoenn/Battle Resort', 'Black/unova/Route 13', 'Omega Ruby/hoenn/Route 128', 'Pearl/sinnoh/Route 213', 'Ultra Moon/alola/Poni Breaker Coast', 'Ruby/hoenn/Route 132', 'Ruby/hoenn/Route 107', 'Platinum/sinnoh/Pokemon League', 'Ultra Sun/alola/Tapu Village', 'Diamond/sinnoh/Route 226', 'Ruby/hoenn/Route 104', 'Sapphire/hoenn/Route 132', 'Alpha Sapphire/hoenn/Route 130', 'Alpha Sapphire/hoenn/Route 107', 'Alpha Sapphire/hoenn/Ever Grande City', 'Ruby/hoenn/Slateport City', 'Pearl/sinnoh/Route 226', 'Sapphire/hoenn/Route 103', 'Emerald/hoenn/Slateport City', 'Black/unova/Undella Bay', 'Moon/alola/Poni Plains', 'Emerald/hoenn/Route 103', 'Diamond/sinnoh/Sunyshore City', 'Platinum/sinnoh/Route 226', 'Alpha Sapphire/hoenn/Sea Mauville', 'Ruby/hoenn/Route 118', 'Ultra Sun/alola/Route 15', 'Moon/alola/Ancient Poni Path', 'Ultra Sun/alola/Route 14', 'Sun/alola/Ancient Poni Path', 'Alpha Sapphire/hoenn/Route 122', 'Omega Ruby/hoenn/Sea Mauville', 'Ultra Moon/alola/Poni Gauntlet', 'Ruby/hoenn/Route 123', 'Omega Ruby/hoenn/Route 129', 'Ultra Sun/alola/Route 16', 'Omega Ruby/hoenn/Route 134', 'Sapphire/hoenn/Slateport City', 'Ruby/hoenn/Route 110', 'Black 2/unova/Route 13', 'Omega Ruby/hoenn/Route 121', 'Ultra Sun/alola/Poni Wilds', 'Alpha Sapphire/hoenn/Slateport City', 'Ruby/hoenn/Route 126']"
Ralts,280,198,28,25,25,45,35,40,psychic,fairy,,['281'],1,0,"['280', '281', '282', '475']",235,3,0,0.4,6.6,"['Omega Ruby/hoenn/Route 102', 'Ultra Moon/alola/Route 6', 'Y/kalos/Route 4', 'White/unova/White Forest', 'X/kalos/Route 4', 'Platinum/sinnoh/Route 208', 'Pearl/sinnoh/Route 203', 'Pearl/sinnoh/Route 204', 'Diamond/sinnoh/Route 203', 'Diamond/sinnoh/Route 204', 'HeartGold/johto/Route 34', 'Emerald/hoenn/Route 102', 'Sapphire/hoenn/Route 102', 'SoulSilver/johto/Route 34', 'Alpha Sapphire/hoenn/Route 102', 'Ruby/hoenn/Route 102', 'Ultra Sun/alola/Route 6', 'Platinum/sinnoh/Route 209']"
Kirlia,281,278,38,35,35,65,55,50,psychic,fairy,280,"['282', '475']",0,0,"['280', '281', '282', '475']",120,3,0,0.8,20.2,"['Platinum/sinnoh/Route 209', 'Pearl/sinnoh/Route 204', 'Pearl/sinnoh/Route 203', 'Diamond/sinnoh/Route 203', 'Diamond/sinnoh/Route 204', 'Platinum/sinnoh/Route 212']"
Gardevoir,282,518,68,65,65,125,115,80,psychic,fairy,281,[],0,1,"['280', '281', '282', '475']",45,3,0,1.6,48.4,[]
